55,Golduck,Fighting,nan,80,82,78,95,80,85
56,Mankey,Fighting,nan,40,80,35,35,45,70
57,Primeape,Grass,Poison,65,105,60,60,70,95
58,Growlithe,Grass,Poison,55,70,45,70,50,60
59,Arcanine,Grass,Poison,90,110,80,100,80,95
60,Poliwag,Water,Poison,40,50,40,40,40,90
61,Poliwhirl,Water,Poison,65,65,65,50,50,90
62,Poliwrath,Rock,Ground,90,95,95,70,90,70
63,Abra,Rock,Ground,25,20,15,105,55,90
64,Kadabra,Rock,Ground,40,35,30,120,70,105
65,Alakazam,Fire,nan,55,50,45,135,95,120
65,Alakazam (Mega Alakazam),Fire,nan,55,50,65,175,105,150
66,Machop,Water,Psychic,70,80,50,35,35,35
67,Machoke,Water,Psychic,80,100,70,50,60,45
68,Machamp,Water,Psychic,90,130,80,65,85,55
69,Bellsprout,Electric,Steel,50,75,35,70,30,40
70,Weepinbell,Electric,Steel,65,90,50,85,45,55
71,Victreebel,Normal,Flying,80,105,65,100,70,70
72,Tentacool,Normal,Flying,40,40,35,50,100,70
73,Tentacruel,Normal,Flying,80,70,65,80,120,100
74,Geodude,Water,nan,40,80,100,30,30,20
74,Geodude (Alolan Geodude),Water,Ice,40,80,100,30,30,20
75,Graveler,Poison,nan,55,95,115,45,45,35
75,Graveler (Alolan Graveler),Poison,nan,55,95,115,45,45,35
76,Golem,Water,nan,80,120,130,55,65,45
76,Golem (Alolan Golem),Water,Ice,80,120,130,55,65,45
77,Ponyta,Ghost,Poison,50,85,55,65,65,90
77,Ponyta (Galarian form),Ghost,Poison,50,85,55,65,65,90
78,Rapidash,Ghost,Poison,65,100,70,80,80,105
78,Rapidash (Galarian form),Ghost,Poison,65,100,70,80,80,105
79,Slowpoke,Rock,Ground,90,65,65,40,40,15
80,Slowbro,Psychic,nan,95,75,110,100,80,30
80,Slowbro (Mega Slowbro),Psychic,nan,95,75,180,130,80,30
81,Magnemite,Water,nan,25,35,70,95,55,45
82,Magneton,Water,nan,50,60,95,120,70,70
83,Farfetch'd,Electric,nan,52,90,55,58,62,60
83,Farfetch'd (Galarian form),Electric,nan,52,95,55,58,62,55
84,Doduo,Grass,Psychic,35,85,45,35,35,75
85,Dodrio,Grass,Psychic,60,110,70,60,60,110
86,Seel,Ground,nan,65,45,55,45,70,45
87,Dewgong,Ground,nan,90,70,80,70,95,70
88,Grimer,Fighting,nan,80,80,50,40,50,25
88,Grimer (Alolan Grimer),Fighting,nan,80,80,50,40,50,25
89,Muk,Normal,nan,105,105,75,65,100,50
89,Muk (Alolan Muk),Poison,nan,105,105,75,65,100,50
90,Shellder,Poison,nan,30,65,100,45,25,40
91,Cloyster,Ground,Rock,50,95,180,85,45,70
92,Gastly,Ground,Rock,30,35,30,100,35,80
93,Haunter,Normal,nan,45,50,45,115,55,95
94,Gengar,Grass,nan,60,65,60,130,75,110
94,Gengar (Mega Gengar),Normal,nan,60,65,80,170,95,130
95,Onix,Normal,nan,35,45,160,30,45,70
96,Drowzee,Water,nan,60,48,45,43,90,42
97,Hypno,Water,nan,85,73,70,73,115,67
98,Krabby,Water,nan,30,105,90,25,25,50
99,Kingler,Water,nan,55,130,115,50,50,75
100,Voltorb,Water,nan,40,30,50,55,55,100
101,Electrode,Water,Psychic,60,50,70,80,80,150
102,Exeggcute,Psychic,Fairy,60,40,80,60,45,40
103,Exeggutor,Bug,Flying,95,95,85,125,75,55
103,Exeggutor (Alolan Exeggutor),Ice,Psychic,95,105,85,125,75,45
104,Cubone,Electric,nan,50,50,95,40,50,35
105,Marowak,Fire,nan,60,80,110,50,80,45
105,Marowak (Alolan Marowak),Bug,nan,60,80,110,50,80,45
106,Hitmonlee,Bug,Flying,50,120,53,35,110,87
107,Hitmonchan,Normal,nan,50,105,79,35,110,76
108,Lickitung,Water,nan,90,55,75,60,75,30
109,Koffing,Water,Flying,40,65,95,60,45,35
110,Weezing,Water,Dark,65,90,120,85,70,60
110,Weezing (Galarian form),Water,Ice,65,90,120,85,70,60
111,Rhyhorn,Normal,nan,80,85,95,30,30,25
112,Rhydon,Normal,nan,105,130,120,45,45,40
113,Chansey,Water,nan,250,5,5,35,105,50
114,Tangela,Electric,nan,65,55,115,100,40,60
115,Kangaskhan,Fire,nan,105,95,80,40,80,90
115,Kangaskhan (Mega Kangaskhan),Normal,nan,105,125,100,60,100,100
116,Horsea,Rock,Water,30,40,70,70,25,60
117,Seadra,Rock,Water,55,65,95,95,45,85
118,Goldeen,Rock,Water,45,67,60,35,50,63
119,Seaking,Rock,Water,80,92,65,65,80,68
120,Staryu,Rock,Flying,30,45,55,70,55,85
121,Starmie,Rock,Flying,60,75,85,100,85,115
122,Mr. Mime,Normal,nan,40,45,65,100,120,90
122,Mr. Mime (Galarian form),Ice,Flying,50,65,65,90,90,100
123,Scyther,Electric,Flying,70,110,80,55,80,105
124,Jynx,Fire,Flying,65,50,35,115,95,95
125,Electabuzz,Dragon,nan,65,83,57,95,85,105
126,Magmar,Dragon,nan,65,95,57,100,85,93
127,Pinsir,Dragon,Flying,65,125,100,55,70,85
127,Pinsir (Mega Pinsir),Psychic,nan,65,155,120,65,90,105
128,Tauros,Psychic,Fighting,75,100,95,40,70,110
129,Magikarp,Psychic,nan,20,10,55,15,20,80
130,Gyarados,Psychic,nan,95,125,79,60,100,81
130,Gyarados (Mega Gyarados),Grass,nan,95,155,109,70,130,81
131,Lapras,Grass,nan,130,85,80,85,95,60
132,Ditto,Grass,nan,48,48,48,48,48,48
133,Eevee,Fire,nan,55,55,50,45,65,55
133,Eevee (Partner Eevee),Fire,nan,65,75,70,65,85,75
134,Vaporeon,Fire,nan,130,65,60,110,95,65
135,Jolteon,Water,nan,65,65,60,110,95,130
136,Flareon,Water,nan,65,130,60,95,110,65
137,Porygon,Water,nan,65,60,70,85,75,40
138,Omanyte,Normal,nan,35,40,100,90,55,35
139,Omastar,Normal,nan,70,60,125,115,70,55
140,Kabuto,Normal,Flying,30,80,90,55,45,55
141,Kabutops,Normal,Flying,60,115,105,65,70,80
142,Aerodactyl,Bug,Flying,80,105,65,60,75,130
142,Aerodactyl (Mega Aerodactyl),Bug,Flying,80,135,85,70,95,150
143,Snorlax,Bug,Poison,160,110,65,65,110,30
144,Articuno,Bug,Poison,90,85,100,95,125,85
145,Zapdos,Poison,Flying,90,90,85,125,90,100
146,Moltres,Water,Electric,90,100,90,125,85,90
147,Dratini,Water,Electric,41,64,45,50,50,50
148,Dragonair,Electric,nan,61,84,65,70,70,70
149,Dragonite,Fairy,nan,91,134,95,100,100,80
150,Mewtwo,Normal,Fairy,106,110,90,154,90,130
150,Mewtwo (Mega Mewtwo X),Fairy,nan,106,190,100,154,100,130
150,Mewtwo (Mega Mewtwo Y),Fairy,Flying,106,150,70,194,120,140
151,Mew,Psychic,Flying,100,100,100,100,100,100
152,Chikorita,Psychic,Flying,45,49,65,49,65,45
153,Bayleef,Electric,nan,60,62,80,63,80,60
154,Meganium,Electric,nan,80,82,100,83,100,80
155,Cyndaquil,Electric,nan,39,52,43,60,50,65
156,Quilava,Electric,Dragon,58,64,58,80,65,80
157,Typhlosion,Grass,nan,78,84,78,109,85,100
158,Totodile,Water,Fairy,50,65,64,44,48,43
159,Croconaw,Water,Fairy,65,80,80,59,63,58
160,Feraligatr,Rock,nan,85,105,100,79,83,78
161,Sentret,Water,nan,35,46,34,35,45,20
162,Furret,Grass,Flying,85,76,64,45,55,90
163,Hoothoot,Grass,Flying,60,30,30,36,56,50
164,Noctowl,Grass,Flying,100,50,50,86,96,70
165,Ledyba,Normal,nan,40,20,30,40,80,55
166,Ledian,Grass,nan,55,35,50,55,110,85
167,Spinarak,Grass,nan,40,60,40,40,40,30
168,Ariados,Bug,Flying,70,90,70,60,70,40
169,Crobat,Water,Ground,85,90,80,70,80,130
170,Chinchou,Water,Ground,75,38,38,56,56,67
171,Lanturn,Psychic,nan,125,58,58,76,76,67
172,Pichu,Dark,nan,20,40,15,35,35,60
173,Cleffa,Dark,Flying,50,25,28,45,55,15
174,Igglybuff,Water,Psychic,90,30,15,40,20,15
175,Togepi,Ghost,nan,35,20,65,40,65,20
176,Togetic,Psychic,nan,55,40,85,80,105,40
177,Natu,Psychic,nan,40,50,45,70,45,70
178,Xatu,Normal,Psychic,65,75,70,95,70,95
179,Mareep,Bug,nan,55,40,40,65,45,35
180,Flaaffy,Bug,Steel,70,55,55,80,60,45
181,Ampharos,Normal,nan,90,75,85,115,90,55
181,Ampharos (Mega Ampharos),Ground,Flying,90,95,105,165,110,45
182,Bellossom,Steel,Ground,75,80,95,90,100,50
183,Marill,Steel,Ground,70,20,50,20,50,40
184,Azumarill,Fairy,nan,100,50,80,60,80,50
185,Sudowoodo,Fairy,nan,70,100,115,30,65,30
186,Politoed,Water,Poison,90,75,75,90,100,70
187,Hoppip,Bug,Steel,35,35,40,35,55,50
188,Skiploom,Bug,Steel,55,45,50,45,65,80
189,Jumpluff,Bug,Rock,75,55,70,55,95,110
190,Aipom,Bug,Fighting,55,70,55,40,55,85
191,Sunkern,Bug,Fighting,30,30,30,30,30,30
192,Sunflora,Dark,Ice,75,75,55,105,85,30
193,Yanma,Normal,nan,65,65,45,75,45,95
194,Wooper,Normal,nan,55,45,45,25,25,15
195,Quagsire,Fire,nan,95,85,85,65,65,35
196,Espeon,Fire,Rock,65,65,60,130,95,110
197,Umbreon,Ice,Ground,95,65,110,60,130,65
198,Murkrow,Ice,Ground,60,85,42,85,42,91
199,Slowking,Water,Rock,95,75,80,100,110,30
200,Misdreavus,Water,nan,60,60,60,85,85,85
201,Unown,Water,nan,48,72,48,72,48,48
202,Wobbuffet,Ice,Flying,190,33,58,33,58,33
203,Girafarig,Water,Flying,70,80,65,90,65,85
204,Pineco,Steel,Flying,50,65,90,35,35,15
205,Forretress,Dark,Fire,75,90,140,60,60,40
206,Dunsparce,Dark,Fire,100,70,70,65,65,45
207,Gligar,Dark,Fire,65,75,105,35,65,85
208,Steelix,Water,Dragon,75,85,200,55,65,30
208,Steelix (Mega Steelix),Ground,nan,75,125,230,55,95,30
209,Snubbull,Ground,nan,60,80,50,40,40,30
210,Granbull,Normal,nan,90,120,75,60,60,45
211,Qwilfish,Normal,nan,65,95,85,55,55,85
212,Scizor,Normal,nan,70,130,100,55,80,65
212,Scizor (Mega Scizor),Fighting,nan,70,150,140,65,100,75
213,Shuckle,Fighting,nan,20,10,230,10,230,5
214,Heracross,Ice,Psychic,80,125,75,40,95,85
214,Heracross (Mega Heracross),Electric,nan,80,185,115,40,105,75
215,Sneasel,Fire,nan,55,95,55,35,75,115
216,Teddiursa,Normal,nan,60,80,50,50,50,40
217,Ursaring,Normal,nan,90,130,75,75,75,55
218,Slugma,Electric,nan,40,40,40,70,40,20
219,Magcargo,Fire,nan,60,50,120,90,80,30
220,Swinub,Water,nan,50,50,40,30,30,50
221,Piloswine,Rock,Ground,100,100,80,60,60,50
222,Corsola,Rock,Ground,65,55,95,65,95,35
222,Corsola (Galarian form),Rock,Dark,60,55,100,65,100,30
223,Remoraid,Rock,Dark,35,65,35,65,35,65
224,Octillery,Psychic,Flying,75,105,75,105,75,45
225,Delibird,Fire,Flying,45,55,45,65,45,75
226,Mantine,Psychic,Grass,85,40,70,80,140,70
227,Skarmory,Grass,nan,65,80,140,40,70,70
228,Houndour,Grass,nan,45,60,30,80,50,65
229,Houndoom,Grass,nan,75,90,50,110,80,95
229,Houndoom (Mega Houndoom),Grass,Dragon,75,90,90,140,90,115
230,Kingdra,Fire,nan,75,95,95,95,95,85
231,Phanpy,Fire,Fighting,90,60,60,40,40,40
232,Donphan,Fire,Fighting,90,120,120,60,60,50
233,Porygon2,Fire,Fighting,85,80,90,105,95,60
234,Stantler,Water,nan,73,95,62,85,65,85
235,Smeargle,Water,Ground,55,20,35,20,45,75
236,Tyrogue,Water,Ground,35,35,35,35,35,35
237,Hitmontop,Water,Ground,50,95,95,35,110,70
238,Smoochum,Dark,nan,45,30,15,85,65,65
239,Elekid,Dark,nan,45,63,37,65,55,95
240,Magby,Normal,nan,45,75,37,70,55,83
241,Miltank,Normal,nan,95,80,105,40,70,100
242,Blissey,Bug,nan,255,10,10,75,135,55
243,Raikou,Bug,nan,90,85,75,115,100,115
244,Entei,Bug,Flying,115,115,85,90,75,100
245,Suicune,Bug,nan,100,75,115,90,115,85
246,Larvitar,Bug,Poison,50,64,50,45,50,41
247,Pupitar,Water,Grass,70,84,70,65,70,51
248,Tyranitar,Water,Grass,100,134,110,95,100,61
248,Tyranitar (Mega Tyranitar),Water,Grass,100,164,150,95,120,71
249,Lugia,Grass,nan,106,90,130,90,154,110
250,Ho-Oh,Grass,Dark,106,130,90,110,154,90
251,Celebi,Grass,Dark,100,100,100,100,100,100
252,Treecko,Normal,Flying,40,45,35,65,55,70
253,Grovyle,Normal,Flying,50,65,45,85,65,95
254,Sceptile,Water,Flying,70,85,65,105,85,120
254,Sceptile (Mega Sceptile),Water,Flying,70,110,75,145,85,145
255,Torchic,Psychic,Fairy,45,60,40,70,50,45
256,Combusken,Psychic,Fairy,60,85,60,85,60,55
257,Blaziken,Psychic,Fairy,80,120,70,110,70,80
257,Blaziken (Mega Blaziken),Psychic,Fairy,80,160,80,130,80,100
258,Mudkip,Bug,Water,50,70,50,50,50,40
259,Marshtomp,Bug,Flying,70,85,70,60,70,50
260,Swampert,Grass,nan,100,110,90,85,90,60
260,Swampert (Mega Swampert),Grass,Fighting,100,150,110,95,110,70
261,Poochyena,Normal,nan,35,55,35,30,30,35
262,Mightyena,Normal,nan,70,90,70,60,60,70
263,Zigzagoon,Normal,nan,38,30,41,30,41,60
263,Zigzagoon (Galarian form),Bug,Ground,38,30,41,30,41,60
264,Linoone,Bug,Flying,78,70,61,50,61,100
264,Linoone (Galarian form),Bug,Ghost,78,70,61,50,61,100
265,Wurmple,Normal,nan,45,45,35,20,30,20
266,Silcoon,Normal,nan,50,35,55,25,25,15
267,Beautifly,Normal,nan,60,70,50,100,50,65
268,Cascoon,Fighting,nan,50,35,55,25,25,15
269,Dustox,Fighting,nan,60,50,70,50,90,65
270,Lotad,Normal,Fairy,40,30,30,40,50,30
271,Lombre,Rock,nan,60,50,50,60,70,50
272,Ludicolo,Normal,nan,80,70,70,90,100,70
273,Seedot,Normal,nan,40,40,50,30,30,30
274,Nuzleaf,Dark,Ghost,70,70,40,60,40,60
275,Shiftry,Dark,Ghost,90,100,60,90,60,80
276,Taillow,Steel,Fairy,40,55,30,30,30,85
277,Swellow,Steel,Fairy,60,85,60,75,50,125
278,Wingull,Steel,Rock,40,30,30,55,30,85
279,Pelipper,Steel,Rock,60,50,100,95,70,65
280,Ralts,Steel,Rock,28,25,25,45,35,40
281,Kirlia,Steel,nan,38,35,35,65,55,50
282,Gardevoir,Fighting,Psychic,68,65,65,125,115,80
282,Gardevoir (Mega Gardevoir),Fighting,Psychic,68,85,65,165,135,100
283,Surskit,Fighting,Psychic,40,30,32,50,52,65
284,Masquerain,Electric,nan,70,60,62,100,82,80
285,Shroomish,Electric,nan,60,40,60,40,60,35
286,Breloom,Electric,nan,60,130,80,60,60,70
287,Slakoth,Electric,nan,60,60,60,35,35,30
288,Vigoroth,Electric,nan,80,80,80,55,55,90
289,Slaking,Bug,nan,150,160,100,95,65,100
290,Nincada,Bug,nan,31,45,90,30,30,40
291,Ninjask,Grass,Poison,61,90,45,50,50,160
292,Shedinja,Poison,nan,1,90,45,30,30,40
293,Whismur,Poison,nan,64,51,23,51,23,28
294,Loudred,Water,Dark,84,71,43,71,43,48
295,Exploud,Water,Dark,104,91,63,91,73,68
296,Makuhita,Water,Dark,72,60,30,20,30,25
297,Hariyama,Water,nan,144,120,60,40,60,50
298,Azurill,Water,nan,50,20,40,20,40,20
299,Nosepass,Fire,Ground,30,45,135,45,90,30
300,Skitty,Fire,Ground,50,45,45,35,35,50
301,Delcatty,Fire,Ground,70,65,65,55,55,90
302,Sableye,Fire,nan,50,75,75,65,65,50
302,Sableye (Mega Sableye),Psychic,nan,50,85,125,85,115,20
303,Mawile,Psychic,nan,50,85,85,55,55,50
303,Mawile (Mega Mawile),Normal,nan,50,105,125,55,95,50
304,Aron,Ground,nan,50,70,100,40,40,30
305,Lairon,Ground,Dragon,60,90,140,50,50,40
306,Aggron,Ground,Dragon,70,110,180,60,60,50
306,Aggron (Mega Aggron),Grass,nan,70,140,230,60,80,50
307,Meditite,Grass,Dark,30,40,55,40,55,60
308,Medicham,Normal,Flying,60,60,75,60,75,80
308,Medicham (Mega Medicham),Dragon,Flying,60,100,85,80,85,100
309,Electrike,Dragon,Fairy,40,45,40,65,40,65
310,Manectric,Normal,nan,70,75,60,105,60,105
310,Manectric (Mega Manectric),Poison,nan,70,75,80,135,80,135
311,Plusle,Rock,Psychic,60,50,40,85,75,95
312,Minun,Rock,Psychic,60,40,50,75,85,95
313,Volbeat,Water,Ground,65,73,75,47,85,85
314,Illumise,Water,Ground,65,47,75,73,85,85
315,Roselia,Water,nan,50,60,45,100,80,65
316,Gulpin,Water,Dark,70,43,53,43,53,40
317,Swalot,Ground,Psychic,100,73,83,73,83,55
318,Carvanha,Ground,Psychic,45,90,20,65,20,65
319,Sharpedo,Rock,Grass,70,120,40,95,40,95
319,Sharpedo (Mega Sharpedo),Rock,Grass,70,140,70,110,65,105
320,Wailmer,Rock,Bug,130,70,35,70,35,60
321,Wailord,Rock,Bug,170,90,45,90,45,60
322,Numel,Water,nan,60,60,40,65,45,35
323,Camerupt,Water,nan,70,100,70,105,75,40
323,Camerupt (Mega Camerupt),Normal,nan,70,120,100,145,105,20
324,Torkoal,Normal,nan,70,85,140,85,70,20
325,Spoink,Ghost,nan,60,25,35,70,80,60
326,Grumpig,Ghost,nan,80,45,65,90,110,80
327,Spinda,Ghost,nan,60,60,60,60,60,60
328,Trapinch,Ghost,nan,45,100,45,45,45,10
329,Vibrava,Ghost,nan,50,70,50,50,50,70
330,Flygon,Grass,Flying,80,100,80,80,80,100
331,Cacnea,Psychic,nan,50,85,40,85,40,35
332,Cacturne,Dark,nan,70,115,60,115,60,55
333,Swablu,Dark,nan,45,40,60,40,75,50
334,Altaria,Psychic,nan,75,70,90,70,105,80
334,Altaria (Mega Altaria),Ice,nan,75,110,110,110,105,80
335,Zangoose,Ice,nan,73,115,60,60,60,90
336,Seviper,Ice,nan,73,100,60,100,60,65
337,Lunatone,Ice,Water,90,55,65,95,85,70
338,Solrock,Ice,Water,90,95,85,55,65,70
339,Barboach,Ice,Water,50,48,43,46,41,60
340,Whiscash,Water,nan,110,78,73,76,71,60
341,Corphish,Water,nan,43,80,65,50,35,35
342,Crawdaunt,Water,nan,63,120,85,90,55,55
343,Baltoy,Water,Rock,40,40,55,40,70,55
344,Claydol,Water,nan,60,70,105,70,120,75
345,Lileep,Dragon,nan,66,41,77,61,87,23
346,Cradily,Dragon,nan,86,81,97,81,107,43
347,Anorith,Dragon,Flying,45,95,50,40,50,75
348,Armaldo,Dragon,Flying,75,125,100,70,80,45
349,Feebas,Steel,Psychic,20,15,20,10,55,80
350,Milotic,Steel,Psychic,95,60,79,100,125,81
351,Castform,Steel,Psychic,70,70,70,70,70,70
352,Kecleon,Steel,Psychic,60,90,70,60,120,40
353,Shuppet,Rock,nan,44,75,35,63,33,45
354,Banette,Ice,nan,64,115,65,83,63,65
354,Banette (Mega Banette),Steel,nan,64,165,75,93,83,75
355,Duskull,Dragon,Psychic,20,40,90,30,90,25
356,Dusclops,Dragon,Psychic,40,70,130,60,130,25
357,Tropius,Dragon,Psychic,99,68,83,72,87,51
358,Chimecho,Dragon,Psychic,75,50,80,95,90,65
359,Absol,Water,nan,65,130,60,75,60,75
359,Absol (Mega Absol),Water,nan,65,150,60,115,60,115
360,Wynaut,Ground,nan,95,23,48,23,48,23
361,Snorunt,Ground,Fire,50,50,50,50,50,50
362,Glalie,Dragon,Flying,80,80,80,80,80,80
362,Glalie (Mega Glalie),Dragon,Flying,80,120,80,120,80,100
363,Spheal,Steel,Psychic,70,40,50,55,50,25
364,Sealeo,Psychic,nan,90,60,70,75,70,45
365,Walrein,Psychic,nan,110,80,90,95,90,65
366,Clamperl,Psychic,nan,35,64,85,74,55,32
367,Huntail,Psychic,nan,55,104,105,94,75,52
368,Gorebyss,Grass,nan,55,84,105,114,75,52
369,Relicanth,Grass,nan,100,90,130,45,65,55
370,Luvdisc,Grass,Ground,43,30,55,40,65,97
371,Bagon,Fire,nan,45,75,60,40,30,50
372,Shelgon,Fire,Fighting,65,95,100,60,50,50
373,Salamence,Fire,Fighting,95,135,80,110,80,100
373,Salamence (Mega Salamence),Water,nan,95,145,130,120,90,120
374,Beldum,Water,nan,40,55,80,35,60,30
375,Metang,Water,Steel,60,75,100,55,80,50
376,Metagross,Normal,Flying,80,135,130,95,90,70
376,Metagross (Mega Metagross),Normal,Flying,80,145,150,105,110,110
377,Regirock,Normal,Flying,80,100,200,50,100,50
378,Regice,Normal,nan,80,50,100,100,200,50
379,Registeel,Normal,Water,80,75,150,75,150,50
380,Latias,Bug,nan,80,80,90,110,130,110
380,Latias (Mega Latias),Bug,nan,80,100,120,140,150,110
381,Latios,Electric,nan,80,90,80,130,110,110
381,Latios (Mega Latios),Electric,nan,80,130,100,160,120,110
382,Kyogre,Electric,nan,100,100,90,150,140,90
382,Kyogre (Primal Kyogre),Grass,Poison,100,150,90,180,160,90
383,Groudon,Grass,Poison,100,150,140,100,90,90
383,Groudon (Primal Groudon),Rock,nan,100,180,160,150,90,90
384,Rayquaza,Rock,nan,105,150,90,150,90,95
384,Rayquaza (Mega Rayquaza),Rock,Steel,105,180,100,180,100,115
385,Jirachi,Rock,Steel,100,100,100,100,100,100
386,Deoxys (Normal Forme),Bug,nan,50,150,50,150,50,150
386,Deoxys (Attack Forme),Bug,Grass,50,180,20,180,20,150
386,Deoxys (Defense Forme),Bug,Ground,50,70,160,70,160,90
386,Deoxys (Speed Forme),Bug,Steel,50,95,90,95,90,180
387,Turtwig,Bug,Flying,55,68,64,45,55,31
388,Grotle,Bug,Flying,75,89,85,55,65,36
389,Torterra,Bug,Flying,95,109,105,75,85,56
390,Chimchar,Electric,nan,44,58,44,58,44,61
391,Monferno,Water,nan,64,78,52,78,52,81
392,Infernape,Water,nan,76,104,71,104,71,108
393,Piplup,Grass,nan,53,51,53,61,56,40
394,Prinplup,Grass,nan,64,66,68,81,76,50
395,Empoleon,Water,nan,84,86,88,111,101,60
396,Starly,Water,Ground,40,55,30,30,30,60
397,Staravia,Normal,nan,55,75,50,40,40,80
398,Staraptor,Ghost,Flying,85,120,70,50,60,100
399,Bidoof,Ghost,Flying,59,45,40,35,40,31
400,Bibarel,Normal,nan,79,85,60,55,60,71
401,Kricketot,Normal,nan,37,25,41,25,41,25
402,Kricketune,Normal,Fighting,77,85,51,55,51,65
403,Shinx,Ghost,nan,45,65,34,40,34,45
404,Luxio,Dark,Flying,60,85,49,60,49,60
405,Luxray,Normal,nan,80,120,79,95,79,70
406,Budew,Normal,nan,40,30,35,50,70,55
407,Roserade,Psychic,nan,60,70,65,125,105,90
408,Cranidos,Poison,Dark,67,125,40,30,30,58
409,Rampardos,Poison,Dark,97,165,60,65,50,58
410,Shieldon,Steel,Psychic,30,42,118,42,88,30
411,Bastiodon,Steel,Psychic,60,52,168,47,138,30
412,Burmy,Rock,nan,40,29,45,29,45,36
413,Wormadam (Plant Cloak),Psychic,Fairy,60,59,85,79,105,36
413,Wormadam (Sandy Cloak),Normal,nan,60,79,105,59,85,36
